Day Month Year Tmin(C) Tmax(C) Prcp(mm) Et0(mm)
8 2 2001 12.5106 19.85467 9.187058629 2.770413175
9 2 2001 11.38622 21.54034 6.030884577 3.066686287
10 2 2001 11.48586 23.75363 0.344606176 3.633234395
11 2 2001 12.15328 23.01238 0.439470752 3.666938924
12 2 2001 12.3301 22.76064 0 3.645621377
13 2 2001 12.67404 23.2208 1.009969171 3.445355075
14 2 2001 12.60467 23.3909 0.005248461 3.693089899
15 2 2001 12.99844 25.20577 0.005248461 4.226629167
16 2 2001 13.0278 26.47778 0 4.651002367
17 2 2001 12.32116 25.98828 0 4.608846352
18 2 2001 11.60522 24.76034 0 3.923913275
19 2 2001 12.2706 25.1608 0.447609755 4.078137112
20 2 2001 13.11593 24.47256 0 4.117931059
21 2 2001 13.09585 24.53372 0 4.10004079
22 2 2001 13.139 24.58987 0.58855256 4.00765997
23 2 2001 12.14138 24.36712 0 3.795821112
24 2 2001 12.59 25.37216 0 3.97673942
25 2 2001 13.21838 26.00204 0.011820033 4.398419322
26 2 2001 13.91683 26.65292 0 4.737288775
27 2 2001 13.21914 26.9028 0 4.958107104
28 2 2001 13.45394 26.83846 0 5.015790266
1 3 2001 12.72106 26.40377 0 5.06402004
2 3 2001 12.611 26.08718 0 4.965709708
3 3 2001 10.54107 27.28 0 4.65572497
4 3 2001 11.68685 26.58654 0 4.601312073
5 3 2001 13.38534 25.12695 0.42273355 4.457163383
6 3 2001 13.37808 21.52566 41.54470133 2.99289217
7 3 2001 13.85995 21.02648 8.644308685 2.56521474
8 3 2001 13.43997 23.34072 0 3.301479633
9 3 2001 13.22787 22.54983 0 3.330269558
10 3 2001 12.6123 24.76388 0 3.944308708
11 3 2001 12.09695 24.80346 0 4.008327341
12 3 2001 12.96255 24.7319 0 4.142991073
13 3 2001 12.54724 22.42715 3.620603156 3.811237665
14 3 2001 11.60745 24.90127 0 3.854597799
15 3 2001 13.7787 24.40023 3.530978068 3.792895573
16 3 2001 13.68353 24.32437 0 4.198221914
17 3 2001 13.3779 24.27883 0 3.928393151
18 3 2001 13.77444 23.4952 1.34250092 4.054321525
19 3 2001 13.91406 23.83468 7.524348154 4.028135166
20 3 2001 12.76605 23.16244 0.905553616 3.818311057
21 3 2001 13.46453 24.87615 0 4.127449266
22 3 2001 13.0546 24.5445 0 3.971170472
23 3 2001 13.34036 24.42104 0.315725327 3.902031251
24 3 2001 12.87332 21.29922 3.749738042 2.732981865
25 3 2001 13.4028 22.11538 4.837121544 2.943651069
26 3 2001 13.27212 20.9443 15.12158004 2.934613209
27 3 2001 13.5151 19.91586 2.482292287 2.196629533
28 3 2001 13.92928 21.71047 2.61542356 3.120024912
29 3 2001 14.10128 20.5463 0.546727297 2.541932128
30 3 2001 13.69543 18.71746 14.50748665 2.309409954
31 3 2001 13.91256 21.36764 16.45107728 2.85488339
1 4 2001 13.09902 20.74648 2.050520837 2.877921387
2 4 2001 12.64724 23.06576 0 3.610139059
3 4 2001 13.06426 23.97448 0 3.698047603
4 4 2001 13.7103 22.23025 0.412733388 3.510068126
5 4 2001 13.82424 21.45242 0.171555192 3.120802739
6 4 2001 14.19778 19.14877 9.552381484 2.291288272
7 4 2001 13.8516 18.70593 13.29465916 2.016619188
8 4 2001 13.279 20.44308 11.77969601 2.409306021
9 4 2001 14.4283 21.5452 12.1967984 3.012497136
10 4 2001 13.41805 22.84915 0 3.132087665
11 4 2001 13.543 23.68966 0.734558052 3.693346278
12 4 2001 13.41897 23.34255 0 3.816234758
13 4 2001 13.6956 23.57498 0 3.827795273
14 4 2001 13.4255 22.99252 0 3.848390454
15 4 2001 13.30667 23.19198 0 3.652595945
16 4 2001 13.23342 20.78573 0 3.384011159
17 4 2001 12.2968 23.24105 0 3.525774321
18 4 2001 13.12225 23.2167 0 3.677898008
19 4 2001 13.28286 23.63223 0 3.596044617
20 4 2001 13.53518 22.84414 0 3.2466445
21 4 2001 13.51528 21.1845 9.195958135 3.023660311
22 4 2001 13.03378 20.09506 30.3122147 2.223182264
23 4 2001 12.9672 18.60775 0.003817724 2.285606844
24 4 2001 12.49612 21.64462 6.280868308 2.921731359
25 4 2001 12.59945 22.59426 0 2.889356856
26 4 2001 13.84042 21.6067 7.190497734 2.502568624
27 4 2001 13.2143 19.5022 10.65994998 2.152122366
28 4 2001 13.2624 22.35946 14.41895873 3.287125437
29 4 2001 12.9767 21.69503 3.217179731 2.426301866
30 4 2001 14.06036 20.006 3.857618544 2.485353637
1 5 2001 12.90716 20.87737 0 2.680817513
2 5 2001 13.5703 21.44125 3.523409514 2.630744419
3 5 2001 14.20614 21.49645 2.993133309 2.87133652
4 5 2001 13.50894 21.36855 11.41034586 2.685594739
5 5 2001 14.15 21.5593 4.38373773 2.798573664
6 5 2001 13.71533 21.6437 12.49563624 2.549853561
7 5 2001 13.7077 21.99417 0 2.734786596
8 5 2001 13.17822 21.6097 4.508157946 3.178031715
9 5 2001 14.089 21.6913 7.205456874 3.20256453
10 5 2001 12.79748 21.19955 12.06689589 2.714041243
11 5 2001 13.99362 22.06964 4.574487647 3.1306261
12 5 2001 13.30538 21.88632 10.28396548 2.983388541
13 5 2001 13.11874 21.43807 0.671837805 2.905729663
14 5 2001 13.41897 20.2646 0.407855509 2.62127726
15 5 2001 14.1879 20.6407 0.066843877 2.782428584
16 5 2001 12.62383 19.5762 3.271672004 2.142626617
17 5 2001 13.25778 19.77548 1.198419161 2.243342517
18 5 2001 13.40615 20.69705 10.71715394 2.52832623
19 5 2001 12.55914 21.13003 0.911271738 2.891653089
20 5 2001 13.34796 23.50857 0 3.444259798
21 5 2001 12.88262 20.8655 10.36548783 2.690704974
22 5 2001 12.69766 22.19625 1.396000006 3.246822048
